주문일,배송방식,고객명,고객분류,시군구,시도,지역,제품대분류,제품소분류,이름,매출,수량,할인율,이익
2019.8.22,1등급,Patrick Ryan,개인고객,동대문구,서울,수도권,전자제품,전화기,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4,0.2,37.7972
2019.8.22,1등급,Patrick Ryan,개인고객,동대문구,서울,수도권,가구,기타 가구,Tenex Chairmats For Use with Hard Floors,129.92,4,0,10.3936
2019.8.22,1등급,Patrick Ryan,개인고객,동대문구,서울,수도권,가구,테이블,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364
2019.8.22,1등급,Patrick Ryan,개인고객,동대문구,서울,수도권,사무용품,바인더,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9,0.2,42.4647
2019.8.22,1등급,Patrick Ryan,개인고객,동대문구,서울,수도권,사무용품,가정용 전자기기,Fellowes Command Center 5-outlet power strip,203.52,3,0,54.9504
2019.8.22,1등급,Patrick Ryan,개인고객,동대문구,서울,수도권,사무용품,라벨,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5,0,24.84
2020.8.13,표준등급,Odella Nelson,기업고객,강북구,서울,수도권,사무용품,아트,50 Colored Long Pencils,50.8,5,0,13.208
2019.11.6,1등급,Alan Haines,기업고객,남동구,인천광역시,특별광역시,사무용품,바인더,Avery Recycled Flexi-View Covers for Binding Systems,16.03,5,0.8,-25.648
2020.8.18,표준등급,Neoma Murray,개인고객,중구,서울,수도권,사무용품,바인더,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,4,0.2,5.6956
2020.12.27,표준등급,Andrew Roberts,개인고객,성남시,경기도,수도권,전자제품,액세서리,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0,18.8937
2019.9.23,표준등급,Brian Moss,기업고객,강남구,서울,수도권,가구,책장,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,0.15,20.5176
2019.9.23,표준등급,Brian Moss,기업고객,강남구,서울,수도권,전자제품,전화기,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494
2019.9.8,표준등급,Nicole Fjeld,홈오피스,남동구,인천광역시,특별광역시,사무용품,종이,Easy-staple paper,73.008,9,0.2,26.4654
2020.5.7,표준등급,Art Ferguson,개인고객,남동구,인천광역시,특별광역시,사무용품,바인더,Insertable Tab Post Binder Dividers,3.208,2,0.8,-5.2932
2020.5.7,표준등급,Art Ferguson,개인고객,남동구,인천광역시,특별광역시,전자제품,액세서리,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,0.2,-3.272
2020.6.4,2등급,Tracy Collins,홈오피스,성남시,경기도,수도권,사무용품,종이,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44,4,0,14.3068
2020.6.4,2등급,Tracy Collins,홈오피스,성남시,경기도,수도권,가구,기타 가구,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0,11.9952
2020.7.17,2등급,Mark Cousins,기업고객,안산시,경기도,수도권,가구,기타 가구,Staple-based wall hangings,9.552,3,0.6,-3.8208
2019.2.1,1등급,Liz Carlisle,개인고객,강서구,서울,수도권,가구,책장,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196
2019.7.9,표준등급,Brian Moss,기업고객,용인시,경기도,수도권,사무용품,종이,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,2,0.2,3.6288
2019.7.9,표준등급,Brian Moss,기업고객,용인시,경기도,수도권,사무용품,종이,Xerox 1895,14.352,3,0.2,4.485
2019.9.24,표준등급,Bruce Stewart,개인고객,서초구,서울,수도권,사무용품,바인더,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.824,6,0.2,9.0384
2019.9.24,표준등급,Bruce Stewart,개인고객,서초구,서울,수도권,사무용품,가정용 전자기기,APC 7 Outlet Network SurgeArrest Surge Protector,160.96,2,0,48.288
2020.12.4,표준등급,Sean O'Donnell,개인고객,수원시,경기도,수도권,가구,기타 가구,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,3,0,11.376
2020.12.4,표준등급,Sean O'Donnell,개인고객,수원시,경기도,수도권,가구,의자,Office Star - Ergonomically Designed Knee Chair,364.41,5,0.1,8.098
2020.12.4,표준등급,Sean O'Donnell,개인고객,수원시,경기도,수도권,전자제품,전화기,Square Credit Card Reader,39.96,4,0,10.3896
2020.12.4,표준등급,Sean O'Donnell,개인고객,수원시,경기도,수도권,가구,의자,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,0.1,68.3332
2020.11.2,1등급,Cindy Schnelling,기업고객,강서구,서울,수도권,사무용품,저장고,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,9,0.2,6.9795
2019.3.18,표준등급,Philisse Overcash,홈오피스,안산시,경기도,수도권,사무용품,바인더,GBC Plasticlear Binding Covers,13.776,6,0.8,-22.0416
2019.3.18,표준등급,Philisse Overcash,홈오피스,안산시,경기도,수도권,사무용품,종이,Xerox 1900,10.272,3,0.2,3.21
2019.11.24,1등급,Tamara Dahlen,개인고객,양산시,경상남도,경상,가구,기타 가구,OIC Stacking Trays,24.048,9,0.2,7.2144
2019.8.28,1등급,Stefania Perrino,기업고객,광양시,전라남도,전라,사무용품,봉투,Convenience Packs of Business Envelopes,2.896,1,0.2,0.9774
2020.12.4,2등급,Maribeth Schnelling,개인고객,성남시,경기도,수도권,사무용품,봉투,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0,8.7906
2020.12.4,2등급,Maribeth Schnelling,개인고객,성남시,경기도,수도권,가구,의자,"Global Armless Task Chair, Royal Blue",384.174,7,0.1,29.8802
2020.12.4,2등급,Maribeth Schnelling,개인고객,성남시,경기도,수도권,전자제품,전화기,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,5,0,539.925
2019.10.8,표준등급,Dean percer,홈오피스,전주시,전라북도,전라,사무용품,저장고,Adjustable Depth Letter/Legal Cart,580.672,4,0.2,65.3256
2019.10.8,표준등급,Dean percer,홈오피스,전주시,전라북도,전라,사무용품,잠금장치,Staples,18.936,3,0.2,5.9175
2019.10.8,표준등급,Dean percer,홈오피스,전주시,전라북도,전라,전자제품,전화기,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788
2019.10.8,표준등급,Dean percer,홈오피스,전주시,전라북도,전라,사무용품,바인더,"Performers Binder/Pad Holder, Black",50.454,6,0.7,-33.636
2019.10.8,표준등급,Dean percer,홈오피스,전주시,전라북도,전라,가구,테이블,KI Adjustable-Height Table,154.764,3,0.4,-36.1116
2019.3.26,2등급,Duane Benoit,개인고객,용인시,경기도,수도권,사무용품,종이,Xerox 1953,6.848,2,0.2,2.14
2019.8.9,표준등급,Matthew Grinstein,홈오피스,중구,서울,수도권,전자제품,전화기,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,68.198
2019.8.9,표준등급,Matthew Grinstein,홈오피스,중구,서울,수도권,전자제품,전화기,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,219.168,2,0.2,-43.8336
2019.11.22,1등급,Evan Henry,개인고객,성북구,서울,수도권,사무용품,바인더,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928,1,0.8,-11.0848
2019.6.11,당일배송,Carl Ludwig,개인고객,양산시,경상남도,경상,사무용품,종이,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",40.032,6,0.2,15.012
2019.7.2,표준등급,Karen Ferguson,홈오피스,남구,부산,특별광역시,사무용품,저장고,"Carina Mini System Audio Rack, Model AR050B",443.92,4,0,13.3176
2019.7.2,표준등급,Karen Ferguson,홈오피스,남구,부산,특별광역시,사무용품,바인더,Fellowes PB200 Plastic Comb Binding Machine,169.99,1,0,78.1954
2019.7.2,표준등급,Karen Ferguson,홈오피스,남구,부산,특별광역시,사무용품,종이,Xerox 226,25.92,4,0,12.4416
2019.11.21,표준등급,Dave Hallsten,기업고객,포항시,경상북도,경상,전자제품,전화기,"Logitech B530 USB Headset - headset - Full size, Binaural",36.99,1,0,9.9873
2019.11.21,표준등급,Dave Hallsten,기업고객,포항시,경상북도,경상,사무용품,종이,Multicolor Computer Printout Paper,629.1,6,0,301.968
2019.11.21,표준등급,Dave Hallsten,기업고객,포항시,경상북도,경상,사무용품,저장고,Space Solutions Commercial Steel Shelving,193.95,3,0,9.6975
2019.11.21,표준등급,Dave Hallsten,기업고객,포항시,경상북도,경상,사무용품,아트,Newell 322,5.46,3,0,1.4742
2020.5.4,1등급,Laura Armstrong,기업고객,동래구,부산,특별광역시,가구,기타 가구,Staple-based wall hangings,22.288,7,0.6,-8.9152
2019.5.30,표준등급,Henia Zydlo,개인고객,안산시,경기도,수도권,가구,기타 가구,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,0.6,-52.3392
2020.10.17,당일배송,Charlotte Melton,개인고객,송파구,서울,수도권,사무용품,저장고,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.894
2019.4.23,표준등급,Laurel Beltran,홈오피스,중구,서울,수도권,가구,의자,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588
2019.4.23,표준등급,Laurel Beltran,홈오피스,중구,서울,수도권,가구,의자,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588
2019.4.23,표준등급,Laurel Beltran,홈오피스,중구,서울,수도권,사무용품,바인더,Zipper Ring Binder Pockets,7.488,8,0.7,-5.2416
2019.4.23,표준등급,Laurel Beltran,홈오피스,중구,서울,수도권,가구,기타 가구,G.E. Halogen Desk Lamp Bulbs,22.336,4,0.2,7.8176
2019.5.1,표준등급,Jeremy Farry,개인고객,중구,서울,수도권,사무용품,종이,Xerox 222,10.368,2,0.2,3.6288
2020.9.21,표준등급,Greg Maxwell,기업고객,서초구,서울,수도권,사무용품,종이,Strathmore Photo Frame Cards,65.79,9,0,30.2634
2020.9.21,표준등급,Greg Maxwell,기업고객,서초구,서울,수도권,사무용품,바인더,Fellowes PB200 Plastic Comb Binding Machine,271.984,2,0.2,88.3948
2020.9.21,표준등급,Greg Maxwell,기업고객,서초구,서울,수도권,사무용품,아트,Newell 343,11.76,4,0,3.1752
2020.9.21,표준등급,Greg Maxwell,기업고객,서초구,서울,수도권,사무용품,종이,Xerox 1944,77.52,2,0,37.9848
2020.9.21,표준등급,Greg Maxwell,기업고객,서초구,서울,수도권,사무용품,바인더,Ibico Plastic Spiral Binding Combs,48.64,2,0.2,15.808
2020.9.3,당일배송,Sonia Sunley,개인고객,세종특별자치시,세종특별자치시,충청,사무용품,잠금장치,Colored Push Pins,1.81,1,0,0.6516
2020.9.3,당일배송,Sonia Sunley,개인고객,세종특별자치시,세종특별자치시,충청,사무용품,바인더,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0,3.8822
2020.9.6,표준등급,Chuck Clark,홈오피스,성남시,경기도,수도권,가구,의자,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,0.1,60.392
2020.5.29,표준등급,Clay Ludtke,개인고객,송파구,서울,수도권,사무용품,가정용 전자기기,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0,78.672
2020.5.29,표준등급,Clay Ludtke,개인고객,송파구,서울,수도권,사무용품,종이,Xerox 1991,182.72,8,0,84.0512
2020.5.29,표준등급,Clay Ludtke,개인고객,송파구,서울,수도권,전자제품,액세서리,Imation Clip USB flash drive - 8 GB,131.6,7,0,7.896
2020.5.29,표준등급,Clay Ludtke,개인고객,송파구,서울,수도권,사무용품,바인더,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384
2020.5.29,표준등급,Clay Ludtke,개인고객,송파구,서울,수도권,전자제품,기계,Okidata C331dn Printer,558.4,2,0.2,41.88
2019.7.4,2등급,Sam Zeldin,홈오피스,송파구,서울,수도권,사무용품,종이,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024
2019.7.4,2등급,Sam Zeldin,홈오피스,송파구,서울,수도권,가구,테이블,"Bevis Round Conference Table Top, X-Base",215.148,2,0.4,-103.9882
2019.7.4,2등급,Sam Zeldin,홈오피스,송파구,서울,수도권,사무용품,종이,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,0.2,11.223
2019.12.9,1등급,Luke Foster,개인고객,양천구,서울,수도권,사무용품,저장고,Akro-Mils 12-Gallon Tote,29.79,3,0,8.6391
2019.12.9,1등급,Luke Foster,개인고객,양천구,서울,수도권,가구,기타 가구,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2,0,15.468
2019.12.9,1등급,Luke Foster,개인고객,양천구,서울,수도권,사무용품,종이,Xerox 1968,60.12,9,0,28.8576
2019.12.6,표준등급,Alan Barnes,개인고객,수성구,대구,특별광역시,사무용품,바인더,GBC Wire Binding Combs,24.816,3,0.2,8.3754
2019.12.6,표준등급,Alan Barnes,개인고객,수성구,대구,특별광역시,사무용품,바인더,Zipper Ring Binder Pockets,14.976,6,0.2,5.4288
2020.9.27,1등급,Neoma Murray,개인고객,남동구,인천광역시,특별광역시,사무용품,바인더,Vinyl Sectional Post Binders,15.08,2,0.8,-22.62
2020.9.27,1등급,Neoma Murray,개인고객,남동구,인천광역시,특별광역시,가구,기타 가구,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,0.6,-12.7512
2019.10.31,당일배송,Ryan Akin,개인고객,용인시,경기도,수도권,가구,기타 가구,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,2,0.6,-8.5008
2019.10.31,당일배송,Ryan Akin,개인고객,용인시,경기도,수도권,가구,테이블,"Bevis Round Conference Table Top, X-Base",251.006,2,0.3,-68.1302
2019.10.31,당일배송,Ryan Akin,개인고객,용인시,경기도,수도권,사무용품,저장고,X-Rack File for Hanging Folders,54.192,6,0.2,4.0644
2020.11.29,당일배송,Phillina Ober,홈오피스,서초구,서울,수도권,사무용품,바인더,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.304,1,0.2,1.5602
2019.3.11,2등급,Kelly Andreada,개인고객,성남시,경기도,수도권,사무용품,종이,"Southworth 100% Résumé Paper, 24lb.",108.92,14,0,49.014
2019.11.20,표준등급,Justin Deggeller,기업고객,성남시,경기도,수도권,사무용품,봉투,Staple envelope,16.74,3,0,8.37
2019.11.20,표준등급,Justin Deggeller,기업고객,성남시,경기도,수도권,사무용품,가정용 전자기기,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,7,0,626.185
2020.7.30,표준등급,Jack O'Briant,기업고객,양산시,경상남도,경상,사무용품,저장고,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,0.2,-16.9568
2020.8.7,1등급,Anna Häberlin,기업고객,성남시,경기도,수도권,사무용품,종이,Easy-staple paper,70.88,2,0,33.3136
2020.10.8,표준등급,Tim Brockman,개인고객,송파구,서울,수도권,사무용품,바인더,GBC Recycled VeloBinder Covers,27.264,2,0.2,8.8608
2019.9.8,표준등급,Dennis Pardue,홈오피스,서초구,서울,수도권,사무용품,가정용 전자기기,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,0,24.3595
2019.9.8,표준등급,Dennis Pardue,홈오피스,서초구,서울,수도권,사무용품,저장고,Pizazz Global Quick File,14.97,1,0,4.1916
2019.9.8,표준등급,Dennis Pardue,홈오피스,서초구,서울,수도권,사무용품,잠금장치,Ideal Clamps,4.02,2,0,1.9698
2019.3.16,2등급,Kristina Nunn,홈오피스,정읍시,전라북도,전라,전자제품,전화기,Polycom VoiceStation 500 Conference phone,471.92,2,0.2,29.495
2020.3.1,2등급,Shui Tom,개인고객,양구군,강원도,강원,사무용품,바인더,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",58.72,4,0,27.0112
2019.9.17,1등급,Adam Shillingsburg,개인고객,양산시,경상남도,경상,전자제품,액세서리,Logitech Trackman Marble Mouse,71.976,3,0.2,19.7934
2019.9.17,1등급,Adam Shillingsburg,개인고객,양산시,경상남도,경상,가구,기타 가구,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,3,0.2,2.2512
2019.9.17,1등급,Adam Shillingsburg,개인고객,양산시,경상남도,경상,사무용품,바인더,Binder Posts,3.444,2,0.7,-2.7552
2019.9.17,1등급,Adam Shillingsburg,개인고객,양산시,경상남도,경상,사무용품,바인더,GBC DocuBind TL300 Electric Binding System,538.194,2,0.7,-412.6154
2019.9.17,1등급,Adam Shillingsburg,개인고객,양산시,경상남도,경상,전자제품,액세서리,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952
2019.11.6,2등급,Elizabeth Moffitt,기업고객,용인시,경기도,수도권,전자제품,전화기,Nortel Meridian M3904 Professional Digital phone,492.768,4,0.2,55.4364
2020.2.20,2등급,Kelly Andreada,개인고객,옥천군,충청북도,충청,사무용품,아트,Sanford 52201 APSCO Electric Pencil Sharpener,286.79,7,0,74.5654
2020.11.26,표준등급,Heather Jas,홈오피스,화순군,전라남도,전라,사무용품,종이,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.08,1,0.2,1.651
2019.12.4,2등급,Natalie DeCherney,개인고객,화순군,전라남도,전라,전자제품,액세서리,Kensington Orbit Wireless Mobile Trackball for PC and Mac,47.992,1,0.2,7.1988
2020.4.6,표준등급,Mark Hamilton,개인고객,화순군,전라남도,전라,사무용품,종이,Xerox 1884,47.952,3,0.2,16.1838
2020.12.2,표준등급,Carl Ludwig,개인고객,서초구,서울,수도권,가구,기타 가구,Westinghouse Clip-On Gooseneck Lamps,16.74,2,0,4.3524
2019.11.13,표준등급,Sylvia Foulston,기업고객,중구,서울,수도권,사무용품,종이,Strathmore Photo Mount Cards,10.848,2,0.2,3.5256
2019.11.13,표준등급,Sylvia Foulston,기업고객,중구,서울,수도권,전자제품,액세서리,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",18.544,2,0.2,3.0134
